# x         y           z
0.0000e+00  3.1422e+02  0.0000e+00
1.0000e+00  3.1263e+02  0.0000e+00
2.0000e+00  3.0791e+02  0.0000e+00
3.0000e+00  3.0019e+02  0.0000e+00
4.0000e+00  2.8965e+02  0.0000e+00
5.0000e+00  2.7658e+02  0.0000e+00
6.0000e+00  2.6130e+02  0.0000e+00
7.0000e+00  2.4417e+02  0.0000e+00
8.0000e+00  2.2559e+02  0.0000e+00
9.0000e+00  2.0596e+02  0.0000e+00
1.0000e+01  1.8568e+02  0.0000e+00
1.1000e+01  1.6514e+02  0.0000e+00
1.2000e+01  1.4469e+02  0.0000e+00
1.3000e+01  1.2464e+02  0.0000e+00
1.4000e+01  1.0529e+02  0.0000e+00
1.5000e+01  8.6844e+01  0.0000e+00
1.6000e+01  6.9496e+01  0.0000e+00
1.7000e+01  5.3377e+01  0.0000e+00
1.8000e+01  3.8574e+01  0.0000e+00
1.9000e+01  2.5134e+01  0.0000e+00
2.0000e+01  1.3069e+01  0.0000e+00
2.1000e+01  2.3532e+00  0.0000e+00
2.2000e+01  -7.0616e+00 0.0000e+00
2.3000e+01  -1.5248e+01 0.0000e+00
2.4000e+01  -2.2297e+01 0.0000e+00
2.5000e+01  -2.8310e+01 0.0000e+00
2.6000e+01  -3.3399e+01 0.0000e+00
2.7000e+01  -3.7679e+01 0.0000e+00
2.8000e+01  -4.1266e+01 0.0000e+00
2.9000e+01  -4.4274e+01 0.0000e+00
3.0000e+01  -4.6810e+01 0.0000e+00
3.1000e+01  -4.8971e+01 0.0000e+00
3.2000e+01  -5.0844e+01 0.0000e+00
3.3000e+01  -5.2504e+01 0.0000e+00
3.4000e+01  -5.4011e+01 0.0000e+00
3.5000e+01  -5.5410e+01 0.0000e+00
3.6000e+01  -5.6732e+01 0.0000e+00
3.7000e+01  -5.7996e+01 0.0000e+00
3.8000e+01  -5.9207e+01 0.0000e+00
3.9000e+01  -6.0361e+01 0.0000e+00
4.0000e+01  -6.1445e+01 0.0000e+00
4.1000e+01  -6.2439e+01 0.0000e+00
4.2000e+01  -6.3321e+01 0.0000e+00
4.3000e+01  -6.4065e+01 0.0000e+00
4.4000e+01  -6.4645e+01 0.0000e+00
4.5000e+01  -6.5037e+01 0.0000e+00
4.6000e+01  -6.5219e+01 0.0000e+00
4.7000e+01  -6.5173e+01 0.0000e+00
4.8000e+01  -6.4884e+01 0.0000e+00
4.9000e+01  -6.4343e+01 0.0000e+00
5.0000e+01  -6.3546e+01 0.0000e+00
5.1000e+01  -6.2493e+01 0.0000e+00
5.2000e+01  -6.1192e+01 0.0000e+00
5.3000e+01  -5.9653e+01 0.0000e+00
5.4000e+01  -5.7893e+01 0.0000e+00
5.5000e+01  -5.5934e+01 0.0000e+00
5.6000e+01  -5.3801e+01 0.0000e+00
5.7000e+01  -5.1522e+01 0.0000e+00
5.8000e+01  -4.9131e+01 0.0000e+00
5.9000e+01  -4.6659e+01 0.0000e+00
6.0000e+01  -4.4141e+01 0.0000e+00
6.1000e+01  -4.1609e+01 0.0000e+00
6.2000e+01  -3.9096e+01 0.0000e+00
6.3000e+01  -3.6629e+01 0.0000e+00
6.4000e+01  -3.4235e+01 0.0000e+00
6.5000e+01  -3.1934e+01 0.0000e+00
6.6000e+01  -2.9743e+01 0.0000e+00
6.7000e+01  -2.7676e+01 0.0000e+00
6.8000e+01  -2.5740e+01 0.0000e+00
6.9000e+01  -2.3940e+01 0.0000e+00
7.0000e+01  -2.2279e+01 0.0000e+00
7.1000e+01  -2.0754e+01 0.0000e+00
7.2000e+01  -1.9363e+01 0.0000e+00
7.3000e+01  -1.8101e+01 0.0000e+00
7.4000e+01  -1.6963e+01 0.0000e+00
7.5000e+01  -1.5945e+01 0.0000e+00
7.6000e+01  -1.5039e+01 0.0000e+00
7.7000e+01  -1.4241e+01 0.0000e+00
7.8000e+01  -1.3546e+01 0.0000e+00
7.9000e+01  -1.2948e+01 0.0000e+00
8.0000e+01  -1.2443e+01 0.0000e+00
8.1000e+01  -1.2027e+01 0.0000e+00
8.2000e+01  -1.1697e+01 0.0000e+00
8.3000e+01  -1.1449e+01 0.0000e+00
8.4000e+01  -1.1281e+01 0.0000e+00
8.5000e+01  -1.1191e+01 0.0000e+00
8.6000e+01  -1.1177e+01 0.0000e+00
8.7000e+01  -1.1239e+01 0.0000e+00
8.8000e+01  -1.1375e+01 0.0000e+00
8.9000e+01  -1.1585e+01 0.0000e+00
9.0000e+01  -1.1868e+01 0.0000e+00
9.1000e+01  -1.2221e+01 0.0000e+00
9.2000e+01  -1.2641e+01 0.0000e+00
9.3000e+01  -1.3123e+01 0.0000e+00
9.4000e+01  -1.3662e+01 0.0000e+00
9.5000e+01  -1.4250e+01 0.0000e+00
9.6000e+01  -1.4877e+01 0.0000e+00
9.7000e+01  -1.5533e+01 0.0000e+00
9.8000e+01  -1.6204e+01 0.0000e+00
9.9000e+01  -1.6878e+01 0.0000e+00
1.0000e+02  -1.7542e+01 0.0000e+00
1.0100e+02  -1.8181e+01 0.0000e+00
1.0200e+02  -1.8783e+01 0.0000e+00
1.0300e+02  -1.9335e+01 0.0000e+00
1.0400e+02  -1.9827e+01 0.0000e+00
1.0500e+02  -2.0248e+01 0.0000e+00
1.0600e+02  -2.0591e+01 0.0000e+00
1.0700e+02  -2.0849e+01 0.0000e+00
1.0800e+02  -2.1017e+01 0.0000e+00
1.0900e+02  -2.1093e+01 0.0000e+00
1.1000e+02  -2.1075e+01 0.0000e+00
1.1100e+02  -2.0963e+01 0.0000e+00
1.1200e+02  -2.0760e+01 0.0000e+00
1.1300e+02  -2.0470e+01 0.0000e+00
1.1400e+02  -2.0097e+01 0.0000e+00
1.1500e+02  -1.9649e+01 0.0000e+00
1.1600e+02  -1.9133e+01 0.0000e+00
1.1700e+02  -1.8559e+01 0.0000e+00
1.1800e+02  -1.7935e+01 0.0000e+00
1.1900e+02  -1.7273e+01 0.0000e+00
1.2000e+02  -1.6583e+01 0.0000e+00
1.2100e+02  -1.5875e+01 0.0000e+00
1.2200e+02  -1.5159e+01 0.0000e+00
1.2300e+02  -1.4442e+01 0.0000e+00
1.2400e+02  -1.3731e+01 0.0000e+00
1.2500e+02  -1.3033e+01 0.0000e+00
1.2600e+02  -1.2351e+01 0.0000e+00
1.2700e+02  -1.1688e+01 0.0000e+00
1.2800e+02  -1.1045e+01 0.0000e+00
1.2900e+02  -1.0421e+01 0.0000e+00
1.3000e+02  -9.8159e+00 0.0000e+00
1.3100e+02  -9.2279e+00 0.0000e+00
1.3200e+02  -8.6553e+00 0.0000e+00
1.3300e+02  -8.0963e+00 0.0000e+00
1.3400e+02  -7.5495e+00 0.0000e+00
1.3500e+02  -7.0137e+00 0.0000e+00
1.3600e+02  -6.4882e+00 0.0000e+00
1.3700e+02  -5.9729e+00 0.0000e+00
1.3800e+02  -5.4681e+00 0.0000e+00
1.3900e+02  -4.9747e+00 0.0000e+00
1.4000e+02  -4.4941e+00 0.0000e+00
1.4100e+02  -4.0281e+00 0.0000e+00
1.4200e+02  -3.5788e+00 0.0000e+00
1.4300e+02  -3.1490e+00 0.0000e+00
1.4400e+02  -2.7416e+00 0.0000e+00
1.4500e+02  -2.3599e+00 0.0000e+00
1.4600e+02  -2.0076e+00 0.0000e+00
1.4700e+02  -1.6884e+00 0.0000e+00
1.4800e+02  -1.4059e+00 0.0000e+00
1.4900e+02  -1.1635e+00 0.0000e+00
1.5000e+02  -9.6429e-01 0.0000e+00
1.5100e+02  -8.1034e-01 0.0000e+00
1.5200e+02  -7.0289e-01 0.0000e+00
1.5300e+02  -6.4200e-01 0.0000e+00
1.5400e+02  -6.2639e-01 0.0000e+00
1.5500e+02  -6.5341e-01 0.0000e+00
1.5600e+02  -7.1910e-01 0.0000e+00
1.5700e+02  -8.1827e-01 0.0000e+00
1.5800e+02  -9.4479e-01 0.0000e+00
1.5900e+02  -1.0918e+00 0.0000e+00
1.6000e+02  -1.2522e+00 0.0000e+00
1.6100e+02  -1.4186e+00 0.0000e+00
1.6200e+02  -1.5842e+00 0.0000e+00
1.6300e+02  -1.7426e+00 0.0000e+00
1.6400e+02  -1.8883e+00 0.0000e+00
1.6500e+02  -2.0166e+00 0.0000e+00
1.6600e+02  -2.1239e+00 0.0000e+00
1.6700e+02  -2.2077e+00 0.0000e+00
1.6800e+02  -2.2664e+00 0.0000e+00
1.6900e+02  -2.2994e+00 0.0000e+00
1.7000e+02  -2.3070e+00 0.0000e+00
1.7100e+02  -2.2904e+00 0.0000e+00
1.7200e+02  -2.2512e+00 0.0000e+00
1.7300e+02  -2.1921e+00 0.0000e+00
1.7400e+02  -2.1162e+00 0.0000e+00
1.7500e+02  -2.0269e+00 0.0000e+00
1.7600e+02  -1.9284e+00 0.0000e+00
1.7700e+02  -1.8249e+00 0.0000e+00
1.7800e+02  -1.7210e+00 0.0000e+00
1.7900e+02  -1.6210e+00 0.0000e+00
1.8000e+02  -1.5291e+00 0.0000e+00
1.8100e+02  -1.4490e+00 0.0000e+00
1.8200e+02  -1.3837e+00 0.0000e+00
1.8300e+02  -1.3350e+00 0.0000e+00
1.8400e+02  -1.3039e+00 0.0000e+00
1.8500e+02  -1.2902e+00 0.0000e+00
1.8600e+02  -1.2923e+00 0.0000e+00
1.8700e+02  -1.3075e+00 0.0000e+00
1.8800e+02  -1.3324e+00 0.0000e+00
1.8900e+02  -1.3623e+00 0.0000e+00
1.9000e+02  -1.3923e+00 0.0000e+00
1.9100e+02  -1.4172e+00 0.0000e+00
1.9200e+02  -1.4315e+00 0.0000e+00
1.9300e+02  -1.4302e+00 0.0000e+00
1.9400e+02  -1.4088e+00 0.0000e+00
1.9500e+02  -1.3634e+00 0.0000e+00
1.9600e+02  -1.2905e+00 0.0000e+00
1.9700e+02  -1.1880e+00 0.0000e+00
1.9800e+02  -1.0541e+00 0.0000e+00
1.9900e+02  -8.8829e-01 0.0000e+00
2.0000e+02  -6.9049e-01 0.0000e+00
2.0100e+02  -4.6161e-01 0.0000e+00
2.0200e+02  -2.0326e-01 0.0000e+00
2.0300e+02  8.2239e-02  0.0000e+00
2.0400e+02  3.9188e-01  0.0000e+00
2.0500e+02  7.2200e-01  0.0000e+00
